id,slug,pattern,meaning,level,lesson,course_group,category,source_url,verification
jp-g-0343,という-called,という →  という,"Called, Named, Known as, As much as",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/という-called,source-indexed
jp-g-0344,ということだ,ということだ →  ということだ,"I heard that, Rumor has it that, It is said that, It means that",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/ということだ,source-indexed
jp-g-0345,というのは,というのは →  というのは,"~ Known as ~ is, ~ Called ~ is, ~ Means ~, Because",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/というのは,source-indexed
jp-g-0346,的,的 →  てき,"~ly・~like・~al, Typical",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/的,source-indexed
jp-g-0347,もの-もん,もの・もん,"Because, Cause",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/もの-もん,source-indexed
jp-g-0348,ものだ,ものだ,"Supposed to, Should, That's the way it is",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/ものだ,source-indexed
jp-g-0349,最中に,最中に →  さいちゅうに,In the middle of,N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/最中に,source-indexed
jp-g-0350,上で,上で →  うえで,"After, Upon",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/上で,source-indexed
jp-g-0351,おかげで,おかげで →  おかげで,"Thanks to, Because of",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/おかげで,source-indexed
jp-g-0352,にもとづいて,にもとづいて →  にもとづいて,"Based on, In accordance with",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/にもとづいて,source-indexed
jp-g-0353,点,点 →  てん,"Aspect, Respect, Point, Way, In terms of, In that, From the point of view",N3,2,N3 Lesson 2,general,https://bunpro.jp/grammar_points/点,source-indexed
jp-g-0354,なぜなら-から,なぜなら〜から →  なぜなら + から,"Because, The reason is, That is because",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/なぜなら-から,source-indexed
jp-g-0355,こそ,こそ,"For sure, For certain, Even more so, Underlined or bolded text",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/こそ,source-indexed
jp-g-0356,からこそ,からこそ,"Emphasized because, Precisely because",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/からこそ,source-indexed
jp-g-0357,ばかり,ばかり,"Just, Only, Nothing but",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ばかり,source-indexed
jp-g-0358,ばかりだ,ばかりだ,"(Only) continue to, Keep on -ing, More and more",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ばかりだ,source-indexed
jp-g-0359,ばかりに,ばかりに,"Simply because, Only because, Just because, Simply on account of",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ばかりに,source-indexed
jp-g-0360,ことがある,ことがある →  ことがある,"Something is possible, Sometimes, Occasionally, There are times when",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ことがある,source-indexed
jp-g-0361,ことにする,ことにする →  ことにする,"To decide on, Have decided to",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ことにする,source-indexed
jp-g-0362,ことなの,ことなの →  ことなの,"(A) is (Description of A), (A) means that (Description of A)",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ことなの,source-indexed
jp-g-0363,ことになる,ことになる →  ことになる,"It will end up being, It is the result of, It has been decided that",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ことになる,source-indexed
jp-g-0364,は-で有名,～は～で有名 →  は～でゆうめい,Is famous for,N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/は-で有名,source-indexed
jp-g-0365,ことはない,ことはない →  ことはない,"There is no need to, Never happens",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ことはない,source-indexed
jp-g-0366,と言っても,～と言っても →  といっても,Although ~ might say that ~,N3,3,N3 Lesson 3,modality,https://bunpro.jp/grammar_points/と言っても,source-indexed
jp-g-0367,といえば,といえば,"Speaking of, If it were the case that",N3,3,N3 Lesson 3,conditional,https://bunpro.jp/grammar_points/といえば,source-indexed
jp-g-0368,合う,合う →  あう,"To do for one another, Mutually, With",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/合う,source-indexed
jp-g-0369,に合わせて-に合った,に合わせて・に合った →  にあわせて,"In accordance with, Matching, Fitting, Suitable for, Adjust or tune to",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/に合わせて-に合った,source-indexed
jp-g-0370,について,について,"Concerning, About, Regarding",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/について,source-indexed
jp-g-0371,の姿,～(の)姿 →  のすがた,"Figure, Shape, Appearance, Looks, Wearing, Dressed in, Presence",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/の姿,source-indexed
jp-g-0372,と言える,と言える →  といえる,"Would or could say that..., Can probably say that..., Fair to say that...",N3,3,N3 Lesson 3,modality,https://bunpro.jp/grammar_points/と言える,source-indexed
jp-g-0373,ちゃんと-きちんと,ちゃんと・きちんと →  ちゃんと,"Properly, Neatly, Orderly, Sufficiently, Decently",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/ちゃんと-きちんと,source-indexed
jp-g-0374,そのため-に,そのため(に) →  そのために,"For that reason, Because of that, To that end",N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/そのため-に,source-indexed
jp-g-0375,その結果,その結果 →  そのけっか,As a result,N3,3,N3 Lesson 3,general,https://bunpro.jp/grammar_points/その結果,source-indexed
jp-g-0376,に比べて,に比べて →  にくらべて,"Compared to, When compared to",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/に比べて,source-indexed
jp-g-0377,どんなに-ても,どんなに〜ても →  どんなに～ても,No matter how,N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/どんなに-ても,source-indexed
jp-g-0378,いくら-でも,いくら〜でも →  いくら～でも,No matter how (much),N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/いくら-でも,source-indexed
jp-g-0379,かは-によって違う,〜かは〜によって違う →  かは〜によってちがう,"Depends on, Changes depending on, Differ depending on",N3,4,N3 Lesson 4,conditional,https://bunpro.jp/grammar_points/かは-によって違う,source-indexed
jp-g-0380,かなり,かなり,"Quite, Considerably, Pretty, Fairly",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/かなり,source-indexed
jp-g-0381,あまりに,あまりに →  あまりに,"So much...that, (Way) too...",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/あまりに,source-indexed
jp-g-0382,わけだ,わけだ →  わけだ,"For that reason, No wonder, As you'd expect, Naturally, Thus, This is why",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/わけだ,source-indexed
jp-g-0383,わけではない,わけではない →  わけではない,"It doesn't mean that, It is not the case, It's not like",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/わけではない,source-indexed
jp-g-0384,と同時に,と同時に →  とどうじに,"At the same time as, The instant, The moment, As well as",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/と同時に,source-indexed
jp-g-0385,ところだった1,ところだった ①,"Almost, Nearly, About to, On the verge of",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/ところだった1,source-indexed
jp-g-0386,だって,だって,"I heard/was said, Because, But, Even or also, Even if or even though",N3,4,N3 Lesson 4,conditional,https://bunpro.jp/grammar_points/だって,source-indexed
jp-g-0387,んだって,んだって,"I heard that, He or She said that",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/んだって,source-indexed
jp-g-0388,関係がある,関係がある →  かんけいがある,"(Not) involved with, (Not) concerned with, (No) connection with, (No) relationship with, (Not) related to",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/関係がある,source-indexed
jp-g-0389,に関する-に関して,に関する・に関して →  にかんして,"Related to, About, Regarding",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/に関する-に関して,source-indexed
jp-g-0390,に対して,に対して →  にたいして,"In contrast to, While, In regard to, Whereas",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/に対して,source-indexed
jp-g-0391,くらい2,くらい ②,"To the extent that, So…that, About the only thing that...",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/くらい2,source-indexed
jp-g-0392,は-くらいです,は～くらいです,"About the only, To the extent that",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/は-くらいです,source-indexed
jp-g-0393,さ-interjection,さ - Interjection →  さ (Interjection),"All right, There we go, Now, You see, Well (I don't know, let me see)",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/さ-interjection,source-indexed
jp-g-0394,さ-filler,さ - Filler →  さ (Filler),"Like, You know, You see, Listen, Uhh",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/さ-filler,source-indexed
jp-g-0395,さ-casualよ,さ - Casual よ →  さ (Casual よ),Casual よ,N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/さ-casualよ,source-indexed
jp-g-0396,それぞれ,それぞれ,"Each, Respectively",N3,4,N3 Lesson 4,general,https://bunpro.jp/grammar_points/それぞれ,source-indexed
jp-g-0397,まま,まま(に) →  ままに (As Is),"As is, While remaining, Left in a state",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/まま,source-indexed
jp-g-0398,そこで,そこで,"Accordingly, Now, Therefore, To that end",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/そこで,source-indexed
jp-g-0399,しかない,しかない,"Have no choice but, Only, Just",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/しかない,source-indexed
jp-g-0400,てもかまわない,てもかまわない →  ～てもかまわない,"It doesn't matter if, I don't mind",N3,5,N3 Lesson 5,conditional,https://bunpro.jp/grammar_points/てもかまわない,source-indexed
jp-g-0401,ても-なくても,～ても～なくても,Whether ~ or not,N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/ても-なくても,source-indexed
jp-g-0402,んじゃない,んじゃない,"Don't, Mustn't, Shouldn't have",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/んじゃない,source-indexed
jp-g-0403,わけがない,わけがない →  わけがない,"There is no way, There is no reason, It is impossible, Cannot be",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/わけがない,source-indexed
jp-g-0404,としたら-とすれば-とすると,としたら・とすれば・とすると →  とすると,"If it were the case that, Assuming that...",N3,5,N3 Lesson 5,conditional,https://bunpro.jp/grammar_points/としたら-とすれば-とすると,source-indexed
jp-g-0405,として,として,"As (i.e. in the role of), For",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/として,source-indexed
jp-g-0406,にしては,にしては,"(Even) considering, (Even) for",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/にしては,source-indexed
jp-g-0407,にしても,にしても,"Even though, Even if, Even when, Also",N3,5,N3 Lesson 5,conditional,https://bunpro.jp/grammar_points/にしても,source-indexed
jp-g-0408,というのは事実だ,～というのは事実だ →  というのはじじつだ,"It is a fact that ~, There is no doubt that",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/というのは事実だ,source-indexed
jp-g-0409,から言うと,から言うと →  からいうと,"Speaking in terms of, From the point of view of",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/から言うと,source-indexed
jp-g-0410,に取って,に取って →  にとって,"To, For, Concerning",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/に取って,source-indexed
jp-g-0411,ことから,ことから →  ことから,From the fact that,N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/ことから,source-indexed
jp-g-0412,というより,というより →  というより,"...is more of a... than a..., Rather than saying that...",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/というより,source-indexed
jp-g-0413,はもちろん,はもちろん,"Not only but also, Let alone, Not to mention, Of course",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/はもちろん,source-indexed
jp-g-0414,をはじめ,をはじめ →  をはじめ,"Not only...but also..., Starting with",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/をはじめ,source-indexed
jp-g-0415,て初めて,て初めて →  ～てはじめて,"For the first time, Not until, Only after, Only when, Only because",N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/て初めて,source-indexed
jp-g-0416,さえ,さえ,Even,N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/さえ,source-indexed
jp-g-0417,さえ-ば,さえ〜ば →  さえ～ば,"If only…then, As long as..., Provided..., Only thing ... needs for ... is ...",N3,5,N3 Lesson 5,conditional,https://bunpro.jp/grammar_points/さえ-ば,source-indexed
jp-g-0418,たものだ,たものだ →  ～たものだ,Used to,N3,5,N3 Lesson 5,general,https://bunpro.jp/grammar_points/たものだ,source-indexed
jp-g-0419,さて,さて,"Well, Well then",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/さて,source-indexed
jp-g-0420,むしろ,むしろ,"Rather, Instead, Over",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/むしろ,source-indexed
jp-g-0421,つまり,つまり,"In short, To sum up, In other words",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/つまり,source-indexed
jp-g-0422,即ち,即ち →  すなわち,"In other words, That is, Namely",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/即ち,source-indexed
jp-g-0423,却って,却って →  かえって,"All the more, On the contrary, Conversely",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/却って,source-indexed
jp-g-0424,まるで-ようだ,まるで…ようだ →  まるで～ようだ,"It is entirely as if, It is just as though",N3,6,N3 Lesson 6,conditional,https://bunpro.jp/grammar_points/まるで-ようだ,source-indexed
jp-g-0425,ような気がする,ような気がする →  ようなきがする,Have a feeling that,N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/ような気がする,source-indexed
jp-g-0426,とても-ない,とても～ない,"Not ~ at all, Cannot ~ at all",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/とても-ない,source-indexed
jp-g-0427,別に-ない,別に〜ない →  べつに～ない,"Not really, Not particularly, It's not like...",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/別に-ない,source-indexed
jp-g-0428,ばかりでなく,ばかりでなく,"Not only…but also, As well as",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/ばかりでなく,source-indexed
jp-g-0429,ではなくて-じゃなくて,ではなくて・じゃなくて →  ではなくて,"Not A but B, Conjunctive",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/ではなくて-じゃなくて,source-indexed
jp-g-0430,だけでなく-て-も,だけでなく(て)～も →  だけでなくて～も,"Not only ~ but ~ also, Not just ~ but ~ also",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/だけでなく-て-も,source-indexed
jp-g-0431,だけしか,だけしか →  だけしか～ない,"To emphasize '~only', Nothing but",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/だけしか,source-indexed
jp-g-0432,は言うまでもない1,は言うまでもない ① →  はいうまでもない ①,"It goes without saying (that), (It is) needless to say, I don't need to remind you",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/は言うまでもない1,source-indexed
jp-g-0433,決して-ない,決して〜ない →  けっして〜ない,"Never, By no means",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/決して-ない,source-indexed
jp-g-0434,わけにはいかない,わけにはいかない →  わけにはいかない,"Cannot afford to, No way, Impossible to do",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/わけにはいかない,source-indexed
jp-g-0435,-ようとしない,〜ようとしない →  う・よう + としない,"Not willing to, Not make an effort to, To not attempt or try to, Volitional + としない",N3,6,N3 Lesson 6,verb-form,https://bunpro.jp/grammar_points/-ようとしない,source-indexed
jp-g-0436,もしかしたら,もしかしたら,"Perhaps, Maybe, Possibly",N3,6,N3 Lesson 6,modality,https://bunpro.jp/grammar_points/もしかしたら,source-indexed
jp-g-0437,たとえ-ても,たとえ〜ても,"Even if…is the case, Supposing that",N3,6,N3 Lesson 6,conditional,https://bunpro.jp/grammar_points/たとえ-ても,source-indexed
jp-g-0438,ことに,ことに,"Extremely, Especially, To my ...",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/ことに,source-indexed
jp-g-0439,ことか,ことか →  ことか,"How…, What..., God knows...",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/ことか,source-indexed
jp-g-0440,かというと1,～かというと ① →  かというと ①,"Why? Well..., Why? Because..., If you ask me why..., The reason why is..., It is because...",N3,6,N3 Lesson 6,conditional,https://bunpro.jp/grammar_points/かというと1,source-indexed
jp-g-0441,かというと2,～かというと ② →  かというと ②,"If you ask me..., If I had to say, If I were to say, If I were to choose one, I'd rather",N3,6,N3 Lesson 6,conditional,https://bunpro.jp/grammar_points/かというと2,source-indexed
jp-g-0442,で言うと,で言うと →  でいうと,"In, Of, According to",N3,6,N3 Lesson 6,general,https://bunpro.jp/grammar_points/で言うと,source-indexed
jp-g-0443,ずつ,～ずつ →  ずつ,"One at a time, Per, Each, Gradually",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/ずつ,source-indexed
jp-g-0444,ずっと2,ずっと ②,"By far, Way, Far...er, Far...more",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/ずっと2,source-indexed
jp-g-0445,だらけ,だらけ,"Completely covered in, Full of",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/だらけ,source-indexed
jp-g-0446,もっとも,もっとも →  もっとも,"Although, But, However, For all that, Provided that",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/もっとも,source-indexed
jp-g-0447,再び,再び →  ふたたび,"Again, Once more, A second time",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/再び,source-indexed
jp-g-0448,み,み →  み,"~ness, Used to indicate conditions or nature",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/み,source-indexed
jp-g-0449,と同じくらい,と同じくらい →  とおなじくらい,"About the same as, About as, No less",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/と同じくらい,source-indexed
jp-g-0450,と同じで-と違って,と同じで・と違って →  とおなじで・とちがって,"Like, Similar to, Unlike, Dissimilar to",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/と同じで-と違って,source-indexed
jp-g-0451,と並んで,と並んで →  とならんで,"In line with, Comparable with, Along with, Just like, As … as",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/と並んで,source-indexed
jp-g-0452,に違いない,に違いない →  にちがいない,"There is no doubt that, I'm sure",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/に違いない,source-indexed
jp-g-0453,当たり,当たり →  あたり,"Per~, A~, Apiece, Each",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/当たり,source-indexed
jp-g-0454,に当たる,に当たる →  にあたる,"Correspond to, Amounts to, Equals to, Is appropriate",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/に当たる,source-indexed
jp-g-0455,に限る,に限る →  にかぎる,"Nothing better than, There's nothing like, Limited to",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/に限る,source-indexed
jp-g-0456,とは限らない,とは限らない →  とはかぎらない,"Not necessarily so, Is not always true, There is no guarantee that",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/とは限らない,source-indexed
jp-g-0457,めったに-ない,めったに〜ない →  めったに〜ない,"Hardly, Rarely, Seldom",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/めったに-ない,source-indexed
jp-g-0458,わりに,割に →  わりに,"Although, Despite, Rather...for, Unexpectedly, Comparatively, Considering",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/わりに,source-indexed
jp-g-0459,verb-volitionalとする,Verb[volitional]とする →  う・よう + とする,"Try to, Attempt to, To be about to",N3,7,N3 Lesson 7,verb-form,https://bunpro.jp/grammar_points/verb-volitionalとする,source-indexed
jp-g-0460,verb-volitional-としたが,Verb[volitional] + としたが →  う・よう + としたが,"Tried to ~ but ~, Was about to ~ but ~, Was going to ~ but ~",N3,7,N3 Lesson 7,verb-form,https://bunpro.jp/grammar_points/verb-volitional-としたが,source-indexed
jp-g-0461,言うまでもない2,言うまでもない ② →  いうまでもない ②,"It goes without saying, It is needless to say, Of course, Obviously",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/言うまでもない2,source-indexed
jp-g-0462,そうもない,そうもない,"Very unlikely to, Does not seem that, Does not appear that",N3,7,N3 Lesson 7,modality,https://bunpro.jp/grammar_points/そうもない,source-indexed
jp-g-0463,ないことはない,ないことはない →  ないことはない,"Is not impossible, It doesn't mean that it isn't",N3,7,N3 Lesson 7,general,https://bunpro.jp/grammar_points/ないことはない,source-indexed
jp-g-0464,なんか-なんて,なんか・なんて →  なんて,"Such as, Things like, Emphasis",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/なんか-なんて,source-indexed
jp-g-0465,又-も,又〜も →  また〜も,"Moreover, Additionally, And also, In addition, Furthermore, Or",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/又-も,source-indexed
jp-g-0466,ついでに,ついでに →  ついでに,"While you are at it, On the occasion",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/ついでに,source-indexed
jp-g-0467,と共に,と共に →  とともに,"Together with, At the same time, As well as",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/と共に,source-indexed
jp-g-0468,につれて,につれて →  につれて,"As…then, In proportion to, (Along) with",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/につれて,source-indexed
jp-g-0469,直ちに,直ちに →  ただちに,"At once, Immediately, As soon as",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/直ちに,source-indexed
jp-g-0470,たとたんに,たとたんに →  たとたんに,"The instant or moment, As soon as, Just as",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/たとたんに,source-indexed
jp-g-0471,おきに,おきに →  おきに,"Repeated at intervals, Every other, Every, At intervals of",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/おきに,source-indexed
jp-g-0472,たびに,たびに →  たびに,"Each time, Every time, Whenever",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/たびに,source-indexed
jp-g-0473,あるいは,あるいは →  あるいは,"Or, Possibly, Maybe, Perhaps, Or possibly",N3,8,N3 Lesson 8,modality,https://bunpro.jp/grammar_points/あるいは,source-indexed
jp-g-0474,ながらも,ながらも,"But, Even while, Even though, Despite, Although",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/ながらも,source-indexed
jp-g-0475,において-における,において・における →  において,"In, On, At, Regarding, In terms of",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/において-における,source-indexed
jp-g-0476,第一,第一 →  だいいち,"Start, First (point), Foremost, To begin with",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/第一,source-indexed
jp-g-0477,ますます,ますます →  ますます,"Increasingly, More and more, Decreasingly, Less and less, Keep -ing",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/ますます,source-indexed
jp-g-0478,一方だ,一方だ →  いっぽうだ,"More and more, Continue to, Keep on, -er and -er",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/一方だ,source-indexed
jp-g-0479,一方で,一方で →  いっぽうで,"On the other hand, At the same time, While",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/一方で,source-indexed
jp-g-0480,遂に,遂に →  ついに,"Finally, At last",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/遂に,source-indexed
jp-g-0481,すでに,すでに →  すでに,"Already, Too late",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/すでに,source-indexed
jp-g-0482,ずに,ずに,Without doing,N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/ずに,source-indexed
jp-g-0483,ずにはいられない,ずにはいられない →  ずにはいられない,"Cannot help doing something, Cannot resist doing something",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/ずにはいられない,source-indexed
jp-g-0484,なし,なし →  なし,"Without, No",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/なし,source-indexed
jp-g-0485,あり,あり,"Possibility, To have, With",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/あり,source-indexed
jp-g-0486,考えられない,考えられない →  かんがえられない,"Unthinkable, Inconceivable, Unimaginable, Cannot think",N3,8,N3 Lesson 8,general,https://bunpro.jp/grammar_points/考えられない,source-indexed
jp-g-0487,必ずしも,必ずしも  → かならずしも,"Not always, Not entirely, Not necessarily",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/必ずしも,source-indexed
jp-g-0488,連用形,連用形 →  れんようけい,Formal Conjunctive,N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/連用形,source-indexed
jp-g-0489,向き,向き →  むき,"Suitable for, Facing",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/向き,source-indexed
jp-g-0490,向け,向け →  むけ,"Intended for, Aimed at",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/向け,source-indexed
jp-g-0491,上がる-上げる,上がる・上げる →  あがる,"Something is finished, To finish something, Something has come to an end, To do something completely, To do something through",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/上がる-上げる,source-indexed
jp-g-0492,切る,切る →  きる,"To do something completely to the end, Utterly, Resolutely",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/切る,source-indexed
jp-g-0493,切れない,切れない →  きれない,Being unable to finish or complete,N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/切れない,source-indexed
jp-g-0494,きり,きり,"Only, Just, Since",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/きり,source-indexed
jp-g-0495,かけ,かけ →  かけ,"Half-, Not yet finished, About to, Begin to",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/かけ,source-indexed
jp-g-0496,にかけて,にかけて →  にかけて,"Over (a period), From ~ until, Through",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/にかけて,source-indexed
jp-g-0497,たて,たて →  たて,"Freshly ~ed, Just ~ed",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/たて,source-indexed
jp-g-0498,込む1,込む ① →  こむ ①,"To go into, To put into",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/込む1,source-indexed
jp-g-0499,込む2,込む ② →  こむ ②,"Remain, To do thoroughly, Deeply, Intensely",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/込む2,source-indexed
jp-g-0500,ふりをする,ふりをする →  ふりをする,"To pretend, To act as if",N3,9,N3 Lesson 9,conditional,https://bunpro.jp/grammar_points/ふりをする,source-indexed
jp-g-0501,できれば-できたら,できれば・できたら →  できれば,If possible,N3,9,N3 Lesson 9,conditional,https://bunpro.jp/grammar_points/できれば-できたら,source-indexed
jp-g-0502,でよければ,でよければ →  でよければ,"If it is alright, If you don't mind, If you would like, If possible",N3,9,N3 Lesson 9,conditional,https://bunpro.jp/grammar_points/でよければ,source-indexed
jp-g-0503,次第,次第 →  しだい,As soon as,N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/次第,source-indexed
jp-g-0504,とおり,とおり →  とおり,"In that way, Exactly, Precisely, Just as",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/とおり,source-indexed
jp-g-0505,でもある,でもある,"Be also, It also is",N3,9,N3 Lesson 9,general,https://bunpro.jp/grammar_points/でもある,source-indexed
