id,expression,reading,meaning,level,topics,tags,source_name,source_row
jp-v-00001,現像,げんぞう,developing (film),N1,,JLPT_1 JLPT,,1
jp-v-00002,原則,げんそく,"principle, general rule",N1,,JLPT_1 JLPT,,2
jp-v-00003,見地,けんち,point of view,N1,,JLPT_1 JLPT,,3
jp-v-00004,現地,げんち,"actual place, local",N1,,JLPT_1 JLPT,,4
jp-v-00005,限定,げんてい,"limit, restriction",N1,,JLPT_1 JLPT,,5
jp-v-00006,原点,げんてん,"origin (coordinates, starting point)",N1,,JLPT_1 JLPT,,6
jp-v-00007,原典,げんてん,"original, source",N1,,JLPT_1 JLPT,,7
jp-v-00008,原爆,げんばく,atomic bomb,N1,,JLPT_1 JLPT,,8
jp-v-00009,原文,げんぶん,"the text, original",N1,,JLPT_1 JLPT,,9
jp-v-00010,厳密,げんみつ,"strict, close",N1,,JLPT_1 JLPT,,10
jp-v-00011,賢明,けんめい,"wisdom, intelligence, prudence",N1,,JLPT_1 JLPT,,11
jp-v-00012,倹約,けんやく,"thrift, economy, frugality",N1,,JLPT_1 JLPT,,12
jp-v-00013,原油,げんゆ,crude oil,N1,Food & ingredients,JLPT_1 JLPT,,13
jp-v-00014,兼用,けんよう,"multi-use, combined use",N1,,JLPT_1 JLPT,,14
jp-v-00015,権力,けんりょく,"(political) power, authority, influence",N1,,JLPT_1 JLPT,,15
jp-v-00016,言論,げんろん,"discussion, speech",N1,,JLPT_1 JLPT,,16
jp-v-00017,故～,こ～,"deceased, late",N1,,JLPT_1 JLPT,,17
jp-v-00018,語彙,ごい,"vocabulary, glossary",N1,,JLPT_1 JLPT,,18
jp-v-00019,恋する,こいする,"to fall in love with, to love",N1,,JLPT_1 JLPT,,19
jp-v-00020,甲,こう,1st in rank; shell,N1,,JLPT_1 JLPT,,20
jp-v-00021,～光,～こう,light,N1,,JLPT_1 JLPT,,21
jp-v-00022,好意,こうい,"good will, favor, courtesy",N1,,JLPT_1 JLPT,,22
jp-v-00023,行為,こうい,"act, deed, conduct",N1,,JLPT_1 JLPT,,23
jp-v-00024,合意,ごうい,"agreement, consent, mutual understanding",N1,,JLPT_1 JLPT,,24
jp-v-00025,工学,こうがく,engineering,N1,,JLPT_1 JLPT,,25
jp-v-00026,抗議,こうぎ,"protest, objection",N1,,JLPT_1 JLPT,,26
jp-v-00027,合議,ごうぎ,"consultation, conference",N1,,JLPT_1 JLPT,,27
jp-v-00028,皇居,こうきょ,Imperial Palace,N1,,JLPT_1 JLPT,,28
jp-v-00029,好況,こうきょう,"prosperous conditions, healthy economy",N1,,JLPT_1 JLPT,,29
jp-v-00030,鉱業,こうぎょう,mining industry,N1,,JLPT_1 JLPT,,30
jp-v-00031,興業,こうぎょう,starting a business; industry,N1,,JLPT_1 JLPT,,31
jp-v-00032,高原,こうげん,"tableland, plateau",N1,,JLPT_1 JLPT,,32
jp-v-00033,交互,こうご,"mutual, reciprocal, alternate",N1,,JLPT_1 JLPT,,33
jp-v-00034,煌々と,こうこうと,brightly,N1,,JLPT_1 JLPT,,34
jp-v-00035,考古学,こうこがく,archeology,N1,,JLPT_1 JLPT,,35
jp-v-00036,工作,こうさく,"handicraft, maneuvering",N1,,JLPT_1 JLPT,,36
jp-v-00037,耕作,こうさく,"cultivation, farming",N1,,JLPT_1 JLPT,,37
jp-v-00038,鉱山,こうざん,mine,N1,,JLPT_1 JLPT,,38
jp-v-00039,講習,こうしゅう,"short course, training",N1,,JLPT_1 JLPT,,39
jp-v-00040,口述,こうじゅつ,verbal statement,N1,,JLPT_1 JLPT,,40
jp-v-00041,控除,こうじょ,"subsidy, deduction",N1,,JLPT_1 JLPT,,41
jp-v-00042,交渉,こうしょう,negotiation,N1,,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,,42
jp-v-00043,高尚,こうしょう,"high, noble, refined",N1,,JLPT_1 JLPT,,43
jp-v-00044,向上,こうじょう,"rise, improvement, progress",N1,,JLPT_1 JLPT,,44
jp-v-00045,行進,こうしん,"march, parade",N1,,JLPT_1 JLPT,,45
jp-v-00046,香辛料,こうしんりょう,spices,N1,,JLPT_1 JLPT,,46
jp-v-00047,降水,こうすい,"rainfall, precipitation",N1,,JLPT_1 JLPT,,47
jp-v-00048,洪水,こうずい,flood,N1,,JLPT_1 JLPT,,48
jp-v-00049,合成,ごうせい,"synthetic, mixed",N1,,JLPT_1 JLPT,,49
jp-v-00050,公然,こうぜん,openly,N1,,JLPT_1 JLPT,,50
jp-v-00051,抗争,こうそう,"dispute, resistance",N1,,JLPT_1 JLPT,,51
jp-v-00052,構想,こうそう,"plan, plot, idea, conception",N1,,JLPT_1 JLPT,,52
jp-v-00053,後退,こうたい,"retreat, backspace",N1,,JLPT_1 JLPT,,53
jp-v-00054,光沢,こうたく,"luster, glossy finish (of photographs)",N1,,JLPT_1 JLPT,,54
jp-v-00055,公団,こうだん,public corporation,N1,,JLPT_1 JLPT,,55
jp-v-00056,好調,こうちょう,"satisfactory, in good shape",N1,,JLPT_1 JLPT,,56
jp-v-00057,口頭,こうとう,oral,N1,,JLPT_1 JLPT,,57
jp-v-00058,講読,こうどく,reading,N1,,JLPT_1 JLPT,,58
jp-v-00059,購読,こうどく,subscription,N1,,JLPT_1 JLPT,,59
jp-v-00060,購入,こうにゅう,"purchase, buy",N1,,JLPT_1 JLPT,,60
jp-v-00061,公認,こうにん,"official recognition, authorization",N1,,JLPT_1 JLPT,,61
jp-v-00062,光熱費,こうねつひ,cost of fuel and light,N1,,JLPT_1 JLPT,,62
jp-v-00063,購買,こうばい,"purchase, buy",N1,,JLPT_1 JLPT,,63
jp-v-00064,好評,こうひょう,"popularity, favorable reputation",N1,,JLPT_1 JLPT,,64
jp-v-00065,交付,こうふ,"delivering, furnishing (with copies)",N1,,JLPT_1 JLPT,,65
jp-v-00066,公募,こうぼ,"public appeal, public contribution",N1,,JLPT_1 JLPT,,66
jp-v-00067,巧妙,こうみょう,"ingenious, skillful, clever",N1,,JLPT_1 JLPT,,67
jp-v-00068,公用,こうよう,"government business, public use, public expense",N1,,JLPT_1 JLPT,,68
jp-v-00069,小売,こうり,retail,N1,,JLPT_1 JLPT,,69
jp-v-00070,効率,こうりつ,efficiency,N1,,JLPT_1 JLPT,,70
jp-v-00071,公立,こうりつ,public institution,N1,,JLPT_1 JLPT,,71
jp-v-00072,護衛,ごえい,"guard, convoy, escort",N1,,JLPT_1 JLPT,,72
jp-v-00073,コーナー,コーナー,corner,N1,,JLPT_1 JLPT,,73
jp-v-00074,小柄,こがら,"small, diminutive",N1,,JLPT_1 JLPT,,74
jp-v-00075,小切手,こぎって,"cheque, check",N1,,JLPT_1 JLPT,,75
jp-v-00076,国産,こくさん,domestic products,N1,,JLPT_1 JLPT,,76
jp-v-00077,国定,こくてい,"state-sponsored, national",N1,,JLPT_1 JLPT,,77
jp-v-00078,告白,こくはく,"confession, acknowledgment",N1,,JLPT_1 JLPT,,78
jp-v-00079,国防,こくぼう,national defense,N1,,JLPT_1 JLPT,,79
jp-v-00080,国有,こくゆう,national ownership,N1,,JLPT_1 JLPT,,80
jp-v-00081,極楽,ごくらく,paradise,N1,,JLPT_1 JLPT,,81
jp-v-00082,国連,こくれん,"U.N., United Nations",N1,,JLPT_1 JLPT,,82
jp-v-00083,焦げ茶,こげちゃ,dark brown,N1,Colors & appearance,JLPT_1 JLPT,,83
jp-v-00084,語源,ごげん,"word root, word derivation, etymology",N1,,JLPT_1 JLPT,,84
jp-v-00085,心地,ここち,"feeling, sensation, mood",N1,,JLPT_1 JLPT,,85
jp-v-00086,心得,こころえ,"knowledge, information",N1,,JLPT_1 JLPT,,86
jp-v-00087,心掛け,こころがけ,"readiness, intention, aim",N1,,JLPT_1 JLPT,,87
jp-v-00088,心掛ける,こころがける,"to bear in mind, to aim to do",N1,,JLPT_1 JLPT,,88
jp-v-00089,志,こころざし,"will, intention, motive",N1,,JLPT_1 JLPT,,89
jp-v-00090,志す,こころざす,"to plan, to intend, to aspire to",N1,,JLPT_1 JLPT,,90
jp-v-00091,心強い,こころづよい,"heartening, reassuring",N1,,JLPT_1 JLPT,,91
jp-v-00092,心細い,こころぼそい,"helpless, hopeless, discouraging",N1,,JLPT_1 JLPT,,92
jp-v-00093,試み,こころみ,"trial, experiment",N1,,JLPT_1 JLPT,,93
jp-v-00094,試みる,こころみる,"to try, to test",N1,,JLPT_1 JLPT,,94
jp-v-00095,快い,こころよい,"pleasant, agreeable",N1,,JLPT_1 JLPT,,95
jp-v-00096,誤差,ごさ,error,N1,,JLPT_1 JLPT,,96
jp-v-00097,ございます (かん),ございます (かん),"to be (polite, to exist)",N1,,JLPT_1 JLPT,,97
jp-v-00098,孤児,こじ,orphan,N1,,JLPT_1 JLPT,,98
jp-v-00099,こじれる,こじれる,"to get complicated, to grow worse",N1,,JLPT_1 JLPT,,99
jp-v-00100,こす (みずを～),こす (みずを～),"to strain, to filter",N1,,JLPT_1 JLPT,,100
jp-v-00101,梢,こずえ,treetop,N1,,JLPT_1 JLPT,,101
jp-v-00102,個性,こせい,"individuality, personality, idiosyncrasy",N1,,JLPT_1 JLPT,,102
jp-v-00103,戸籍,こせき,"census, family register",N1,Family & people,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,,103
jp-v-00104,古代,こだい,ancient times,N1,,JLPT_1 JLPT,,104
jp-v-00105,こたつ,こたつ,"table with heater, (originally) charcoal brazier in a floor well",N1,Home & furniture,JLPT_1 JLPT,,105
jp-v-00106,こだわる,こだわる,"to fuss over, to be particular about",N1,,JLPT_1 JLPT,,106
jp-v-00107,誇張,こちょう,exaggeration,N1,,JLPT_1 JLPT,,107
jp-v-00108,こつ (をつかむ),こつ (をつかむ),"secret, trick, hang",N1,,JLPT_1 JLPT,,108
jp-v-00109,滑稽,こっけい,"funny, humorous, comical",N1,,JLPT_1 JLPT,,109
jp-v-00110,国交,こっこう,diplomatic relations,N1,,JLPT_1 JLPT,,110
jp-v-00111,骨董品,こっとうひん,curio,N1,,JLPT_1 JLPT,,111
jp-v-00112,固定,こてい,"fixation, fixing (e.g., salary, capital)",N1,,JLPT_1 JLPT,,112
jp-v-00113,事柄,ことがら,"matter, thing, affair, circumstance",N1,,JLPT_1 JLPT,,113
jp-v-00114,孤独,こどく,"isolation, loneliness, solitude",N1,,JLPT_1 JLPT,,114
jp-v-00115,ことごとく,ことごとく,"altogether, entirely",N1,,JLPT_1 JLPT,,115
jp-v-00116,言付け,ことづけ,to leave a message,N1,,JLPT_1 JLPT,,116
jp-v-00117,殊に,ことに,"especially, above all",N1,,JLPT_1 JLPT,,117
jp-v-00118,粉々,こなごな,in very small pieces,N1,,JLPT_1 JLPT,,118
jp-v-00119,好ましい,このましい,"nice, likable, desirable",N1,,JLPT_1 JLPT,,119
jp-v-00120,碁盤,ごばん,Go board,N1,,JLPT_1 JLPT,,120
jp-v-00121,個別,こべつ,particular case,N1,,JLPT_1 JLPT,,121
jp-v-00122,ごまかす,ごまかす,"to deceive, to falsify, to misrepresent",N1,,JLPT_1 JLPT,,122
jp-v-00123,細やか,こまやか,"meager, modest",N1,,JLPT_1 JLPT,,123
jp-v-00124,コマーシャル,コマーシャル,a commercial,N1,,JLPT_1 JLPT,,124
jp-v-00125,込める,こめる,"to include, to put into",N1,,JLPT_1 JLPT,,125
jp-v-00126,コメント,コメント,comment,N1,,JLPT_1 JLPT,,126
jp-v-00127,籠もる,こもる,"to seclude oneself, to be confined in",N1,,JLPT_1 JLPT,,127
jp-v-00128,固有,こゆう,"characteristic, tradition, peculiar",N1,,JLPT_1 JLPT,,128
jp-v-00129,暦,こよみ,"calendar, almanac",N1,Office & work | Time & calendar,JLPT_1 JLPT,,129
jp-v-00130,凝らす,こらす,"to concentrate, to devote, to peer into",N1,,JLPT_1 JLPT,,130
jp-v-00131,ごらんなさい (かん),ごらんなさい (かん),"look, (please) try to do",N1,,JLPT_1 JLPT,,131
jp-v-00132,孤立,こりつ,"isolation, helplessness",N1,,JLPT_1 JLPT,,132
jp-v-00133,懲りる,こりる,"to learn by experience, to be disgusted with",N1,School & study,JLPT_1 JLPT,,133
jp-v-00134,凝る,こる,"to stiffen, to harden",N1,,JLPT_1 JLPT,,134
jp-v-00135,根気,こんき,"patience; perseverance, energy",N1,,JLPT_1 JLPT,,135
jp-v-00136,根拠,こんきょ,"basis, foundation",N1,,JLPT_1 JLPT,,136
jp-v-00137,混血,こんけつ,"mixed race, mixed parentage",N1,,JLPT_1 JLPT,,137
jp-v-00138,コンタクト (レンズ),コンタクト (レンズ),contact; contact lens,N1,,JLPT_1 JLPT,,138
jp-v-00139,昆虫,こんちゅう,"insect, bug",N1,,JLPT_1 JLPT,,139
jp-v-00140,根底,こんてい,"root, basis, foundation",N1,,JLPT_1 JLPT,,140
jp-v-00141,混同,こんどう,"confusion, mixing, merger",N1,,JLPT_1 JLPT,,141
jp-v-00142,コントラスト,コントラスト,contrast,N1,,JLPT_1 JLPT,,142
jp-v-00143,コントロール,コントロール,control,N1,,JLPT_1 JLPT,,143
jp-v-00144,コンパス,コンパス,compass,N1,,JLPT_1 JLPT,,144
jp-v-00145,根本,こんぽん,"foundation, root, base",N1,,JLPT_1 JLPT,,145
jp-v-00146,財,ざい,"fortune, riches",N1,,JLPT_1 JLPT,,146
jp-v-00147,再会,さいかい,"meeting again, reunion",N1,Office & work,JLPT_1 JLPT,,147
jp-v-00148,災害,さいがい,"calamity, disaster, misfortune",N1,,JLPT_1 JLPT,,148
jp-v-00149,細菌,さいきん,"bacillus, bacterium, germ",N1,,JLPT_1 JLPT,,149
jp-v-00150,細工,さいく,"work, craftsmanship, trick",N1,Office & work,JLPT_1 JLPT,,150
jp-v-00151,採掘,さいくつ,mining,N1,,JLPT_1 JLPT,,151
jp-v-00152,サイクル,サイクル,cycle,N1,,JLPT_1 JLPT,,152
jp-v-00153,採決,さいけつ,"vote, roll call",N1,,JLPT_1 JLPT,,153
jp-v-00154,再建,さいけん,(temple or shrine) rebuilding,N1,,JLPT_1 JLPT,,154
jp-v-00155,再現,さいげん,"reproduction, return, revival",N1,,JLPT_1 JLPT,,155
jp-v-00156,財源,ざいげん,"source of funds, resources, finances",N1,,JLPT_1 JLPT,,156
jp-v-00157,在庫,ざいこ,"stockpile, stock",N1,,JLPT_1 JLPT,,157
jp-v-00158,採算,さいさん,profit,N1,,JLPT_1 JLPT,,158
jp-v-00159,サイズ,サイズ,size,N1,,JLPT_1 JLPT,,159
jp-v-00160,再生,さいせい,"playback, regeneration, resuscitation",N1,,JLPT_1 JLPT,,160
jp-v-00161,財政,ざいせい,"economy, financial affairs",N1,,JLPT_1 JLPT,,161
jp-v-00162,最善,さいぜん,the very best,N1,,JLPT_1 JLPT,,162
jp-v-00163,採択,さいたく,"adoption, selection, choice",N1,,JLPT_1 JLPT,,163
jp-v-00164,栽培,さいばい,cultivation,N1,,JLPT_1 JLPT,,164
jp-v-00165,再発,さいはつ,"return, relapse, reoccurrence",N1,,JLPT_1 JLPT,,165
jp-v-00166,細胞,さいぼう,cell,N1,,JLPT_1 JLPT,,166
jp-v-00167,採用,さいよう,"use, adopt",N1,,JLPT_1 JLPT,,167
jp-v-00168,遮る,さえぎる,"to interrupt, to intercept, to obstruct",N1,,JLPT_1 JLPT,,168
jp-v-00169,さえずる,さえずる,"to sing, to chirp, to twitter",N1,,JLPT_1 JLPT,,169
jp-v-00170,冴える,さえる,"to be clear, to be bright, to be skillful",N1,,JLPT_1 JLPT,,170
jp-v-00171,竿,さお,"rod, pole (e.g., for drying laundry)",N1,Cleaning & laundry,JLPT_1 JLPT,,171
jp-v-00172,栄える,さかえる,"to flourish, to prosper, to thrive",N1,,JLPT_1 JLPT,,172
jp-v-00173,差額,さがく,"balance, difference, margin",N1,,JLPT_1 JLPT,,173
jp-v-00174,杯,さかずき,wine cup,N1,Kitchen & dining | Drinks,JLPT_1 JLPT,,174
jp-v-00175,逆立ち,さかだち,"handstand, headstand",N1,,JLPT_1 JLPT,,175
jp-v-00176,さきに (いぜん),さきに (いぜん),"before, earlier than, previously",N1,,JLPT_1 JLPT,,176
jp-v-00177,詐欺,さぎ,"fraud, swindle",N1,,JLPT_1 JLPT,,177
jp-v-00178,削減,さくげん,"cut, reduction",N1,Cooking,JLPT_1 JLPT,,178
jp-v-00179,錯誤,さくご,mistake,N1,,JLPT_1 JLPT,,179
jp-v-00180,作戦,さくせん,"military operations, tactics, strategy",N1,,JLPT_1 JLPT,,180
jp-v-00181,叫び,さけび,"shout, scream, outcry",N1,,JLPT_1 JLPT,,181
jp-v-00182,捧げる,ささげる,"to lift up, to give, to offer",N1,,JLPT_1 JLPT,,182
jp-v-00183,差し掛かる,さしかかる,"to come near to, to approach",N1,,JLPT_1 JLPT,,183
jp-v-00184,指図,さしず,"instruction, mandate",N1,,JLPT_1 JLPT,,184
jp-v-00185,差し出す,さしだす,"to present, to submit, to hold out",N1,,JLPT_1 JLPT,,185
jp-v-00186,差し支える,さしつかえる,"to interfere, to hinder",N1,,JLPT_1 JLPT,,186
jp-v-00187,授ける,さずける,"to grant, to award, to teach",N1,,JLPT_1 JLPT,,187
jp-v-00188,摩する,さする,"to rub, to stroke",N1,,JLPT_1 JLPT,,188
jp-v-00189,さぞ (さぞや。さぞかし),さぞ (さぞや。さぞかし),"I am sure, certainly, no doubt",N1,,JLPT_1 JLPT,,189
jp-v-00190,定まる,さだまる,"to become settled, to be fixed",N1,,JLPT_1 JLPT,,190
jp-v-00191,定める,さだめる,"to decide, to determine",N1,,JLPT_1 JLPT,,191
jp-v-00192,座談会,ざだんかい,"symposium, round-table discussion",N1,Home & furniture,JLPT_1 JLPT,,192
jp-v-00193,雑,ざつ,"rough, crude",N1,,JLPT_1 JLPT,,193
jp-v-00194,雑貨,ざっか,"miscellaneous goods, general goods",N1,,JLPT_1 JLPT,,194
jp-v-00195,殺人,さつじん,murder,N1,,JLPT_1 JLPT,,195
jp-v-00196,察する,さっする,"to guess, to sense, to judge",N1,,JLPT_1 JLPT,,196
jp-v-00197,雑談,ざつだん,"chatting, idle talk",N1,,JLPT_1 JLPT,,197
jp-v-00198,さっと,さっと,"suddenly, smoothly",N1,,JLPT_1 JLPT,,198
jp-v-00199,さっぱりする,さっぱりする,to refresh,N1,,JLPT_1 JLPT,,199
jp-v-00200,悟る,さとる,"to attain enlightenment, to understand",N1,,JLPT_1 JLPT,,200
jp-v-00201,最中,さなか,"in the middle of, midst",N1,,JLPT_1 JLPT,,201
jp-v-00202,座標,ざひょう,coordinates,N1,,JLPT_1 JLPT,,202
jp-v-00203,さほど,さほど,"not so, not that much",N1,,JLPT_1 JLPT,,203
jp-v-00204,サボる,サボる,to cut (skip) classes; to loaf on the job; to idle away one's time,N1,Office & work | Cooking | Time & calendar,JLPT Genki_Ln.11 Intermediate_Japanese JLPT_1 Intermediate_Japanese_Ln.13 Genki,,204
jp-v-00205,様,さま,state; way (a person does something); Mr. or Mrs.,N1,Family & people,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,,205
jp-v-00206,寒気,さむけ,"chill, shiver, cold",N1,Body & health,JLPT_1 JLPT,,206
jp-v-00207,侍,さむらい,samurai,N1,,JLPT_1 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,,207
jp-v-00208,さも,さも,"with gusto, with satisfaction",N1,,JLPT_1 JLPT,,208
jp-v-00209,作用,さよう,"operation, effect, function",N1,,JLPT_1 JLPT,,209
jp-v-00210,さらう (こどもを～),さらう (こどもを～),to kidnap,N1,,JLPT_1 JLPT,,210
jp-v-00211,障る,さわる,"to hinder, to interfere with, to affect",N1,,JLPT_1 JLPT,,211
jp-v-00212,酸,さん,acid,N1,,JLPT_1 JLPT,,212
jp-v-00213,山岳,さんがく,mountains,N1,,JLPT_1 JLPT,,213
jp-v-00214,参議院,さんぎいん,House of Councilors,N1,Home & furniture,JLPT_1 JLPT,,214
jp-v-00215,産休,さんきゅう,maternity leave,N1,,JLPT_1 JLPT,,215
jp-v-00216,サンキュー,サンキュー,thank you,N1,,JLPT_1 JLPT,,216
jp-v-00217,残金,ざんきん,remaining money,N1,Shopping & money,JLPT_1 JLPT,,217
jp-v-00218,産後,さんご,"postpartum, after childbirth",N1,,JLPT_1 JLPT,,218
jp-v-00219,残酷,ざんこく,"cruelty, harshness",N1,,JLPT_1 JLPT,,219
jp-v-00220,産出,さんしゅつ,"yield, produce",N1,,JLPT_1 JLPT,,220
jp-v-00221,参照,さんしょう,"reference, consultation, consultation",N1,,JLPT_1 JLPT,,221
jp-v-00222,参上,さんじょう,"calling on, visiting",N1,,JLPT_1 JLPT,,222
jp-v-00223,残高,ざんだか,"(bank) balance, remainder",N1,Places & buildings,JLPT_1 JLPT,,223
jp-v-00224,サンタクロース,サンタクロース,Santa Claus,N1,,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,,224
jp-v-00225,桟橋,さんばし,"wharf, jetty, pier",N1,,JLPT_1 JLPT,,225
jp-v-00226,賛美,さんび,"praise, adoration, glorification",N1,,JLPT_1 JLPT,,226
jp-v-00227,山腹,さんぷく,"hillside, mountainside",N1,,JLPT_1 JLPT,,227
jp-v-00228,産婦人科,さんふじんか,maternity and gynecology department,N1,,JLPT_1 JLPT,,228
jp-v-00229,産物,さんぶつ,"product, result, fruit",N1,Fruit,JLPT_1 JLPT,,229
jp-v-00230,山脈,さんみゃく,mountain range,N1,Weather & nature,JLPT_1 JLPT,,230
jp-v-00231,仕上がり,しあがり,"finish, end, completion",N1,,JLPT_1 JLPT,,231
jp-v-00232,仕上,しあげ,"end, finishing touches",N1,,JLPT_1 JLPT,,232
jp-v-00233,仕上げる,しあげる,"to finish up, to complete",N1,,JLPT_1 JLPT,,233
jp-v-00234,飼育,しいく,"breeding, raising, rearing",N1,,JLPT_1 JLPT,,234
jp-v-00235,強いて,しいて,"to dare, to insist",N1,,JLPT_1 JLPT,,235
jp-v-00236,シート,シート,seat; sheet,N1,Home & furniture,JLPT_1 JLPT,,236
jp-v-00237,ジーパン,ジーパン,jeans,N1,Clothing & accessories,JLPT_1 JLPT,,237
jp-v-00238,仕入れる,しいれる,"to lay in stock, to replenish stock, to procure",N1,,JLPT_1 JLPT,,238
jp-v-00239,強いる,しいる,"to force, to compel, to coerce",N1,,JLPT_1 JLPT,,239
jp-v-00240,潮,しお,tide,N1,,JLPT_1 JLPT,,240
jp-v-00241,歯科,しか,dentistry,N1,,JLPT_1 JLPT,,241
jp-v-00242,自我,じが,"self, ego",N1,,JLPT_1 JLPT,,242
jp-v-00243,自覚,じかく,self-conscious,N1,,JLPT_1 JLPT,,243
jp-v-00244,仕掛,しかけ,"device, trick, mechanism",N1,,JLPT_1 JLPT,,244
jp-v-00245,仕掛ける,しかける,"to lay, to set, to wage",N1,,JLPT_1 JLPT,,245
jp-v-00246,しかしながら,しかしながら,"however, nevertheless",N1,,JLPT_1 JLPT,,246
jp-v-00247,色彩,しきさい,color,N1,Colors & appearance,JLPT_1 JLPT,,247
jp-v-00248,式場,しきじょう,"ceremonial hall, place of ceremony (e.g., marriage)",N1,,JLPT_1 JLPT,,248
jp-v-00249,しきたり,しきたり,"custom, conventional practice, tradition",N1,,JLPT_1 JLPT,,249
jp-v-00250,事業,じぎょう,"project, enterprise, business",N1,,JLPT_1 JLPT,,250
jp-v-00251,軽蔑,けいべつ,"scorn, disdain",N1,,JLPT_1 JLPT,,251
jp-v-00252,経歴,けいれき,"personal history, career",N1,,JLPT_1 JLPT,,252
jp-v-00253,経路,けいろ,"course, route, channel",N1,,JLPT_1 JLPT,,253
jp-v-00254,けがらわしい,けがらわしい,"filthy, unfair",N1,,JLPT_1 JLPT,,254
jp-v-00255,劇団,げきだん,"troupe, theatrical company",N1,Office & work,JLPT_1 JLPT,,255
jp-v-00256,激励,げきれい,encouragement,N1,,JLPT_1 JLPT,,256
jp-v-00257,ゲスト,ゲスト,guest,N1,,JLPT_1 JLPT,,257
jp-v-00258,獣,けだもの,"beast, brute",N1,,JLPT_1 JLPT,,258
jp-v-00259,決,けつ,"decision, vote",N1,,JLPT_1 JLPT,,259
jp-v-00260,決意,けつい,"decision, determination",N1,,JLPT_1 JLPT,,260
jp-v-00261,結核,けっかく,tuberculosis,N1,,JLPT_1 JLPT,,261
jp-v-00262,決議,けつぎ,"resolution, vote, decision",N1,,JLPT_1 JLPT,,262
jp-v-00263,結合,けつごう,"combination, union",N1,,JLPT_1 JLPT,,263
jp-v-00264,決算,けっさん,"balance sheet, settlement of accounts",N1,Home & furniture,JLPT_1 JLPT,,264
jp-v-00265,月謝,げっしゃ,monthly tuition fee,N1,,JLPT_1 JLPT,,265
jp-v-00266,決勝,けっしょう,finals (in sports),N1,,JLPT_1 JLPT,,266
jp-v-00267,結晶,けっしょう,"crystal, crystallization",N1,,JLPT_1 JLPT,,267
jp-v-00268,結成,けっせい,formation,N1,,JLPT_1 JLPT,,268
jp-v-00269,結束,けっそく,"union, unity",N1,,JLPT_1 JLPT,,269
jp-v-00270,げっそり,げっそり,"being disheartened, losing weight",N1,,JLPT_1 JLPT,,270
jp-v-00271,決断,けつだん,"decision, determination",N1,,JLPT_1 JLPT,,271
jp-v-00272,月賦,げっぷ,monthly installment,N1,,JLPT_1 JLPT,,272
jp-v-00273,欠乏,けつぼう,shortage,N1,,JLPT_1 JLPT,,273
jp-v-00274,蹴飛ばす,けとばす,"to kick away, to kick (someone)",N1,,JLPT_1 JLPT,,274
jp-v-00275,けなす,けなす,to speak ill of,N1,,JLPT_1 JLPT,,275
jp-v-00276,煙たい,けむたい,"smoky, feeling awkward",N1,,JLPT_1 JLPT,,276
jp-v-00277,煙る,けむる,"to smoke (e.g., fire)",N1,,JLPT_1 JLPT,,277
jp-v-00278,獣,けもの,"beast, brute",N1,,JLPT_1 JLPT,,278
jp-v-00279,家来,けらい,"retainer, retinue, servant",N1,,JLPT_1 JLPT,,279
jp-v-00280,下痢,げり,diarrhea,N1,,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,,280
jp-v-00281,権威,けんい,"authority, power, influence",N1,,JLPT_1 JLPT,,281
jp-v-00282,兼業,けんぎょう,holding two jobs at the same time,N1,Time & calendar,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,,282
jp-v-00283,原形,げんけい,"original form, base form",N1,,JLPT_1 JLPT,,283
jp-v-00284,原型,げんけい,"prototype, model, archetypal",N1,,JLPT_1 JLPT,,284
jp-v-00285,権限,けんげん,"power, authority, jurisdiction",N1,,JLPT_1 JLPT,,285
jp-v-00286,現行,げんこう,"present, current, in operation",N1,,JLPT_1 JLPT,,286
jp-v-00287,健在,けんざい,"in good health, well",N1,,JLPT_1 JLPT,,287
jp-v-00288,原作,げんさく,original work,N1,Office & work,JLPT_1 JLPT,,288
jp-v-00289,検事,けんじ,public prosecutor,N1,,JLPT_1 JLPT,,289
jp-v-00290,原子,げんし,atom,N1,,JLPT_1 JLPT,,290
jp-v-00291,元首,げんしゅ,"ruler, sovereign",N1,School & study,JLPT_1 JLPT,,291
jp-v-00292,原書,げんしょ,original document,N1,Office & work,JLPT_1 JLPT,,292
jp-v-00293,懸賞,けんしょう,"offering prizes, winning, reward",N1,,JLPT_1 JLPT,,293
jp-v-00294,健全,けんぜん,"health, soundness, wholesome",N1,,JLPT_1 JLPT,,294
jp-v-00295,元素,げんそ,element,N1,,JLPT_1 JLPT,,295
jp-v-00296,同調,どうちょう,"sympathy, agree with, alignment",N1,,JLPT_1 JLPT,,296
jp-v-00297,到底,とうてい,(cannot) possibly,N1,,JLPT_1 JLPT,,297
jp-v-00298,動的,どうてき,"dynamic, kinetic",N1,,JLPT_1 JLPT,,298
